SHOTN_ISIN,KOR_SECN_NM,ISSUCO_CUSTNO
379490,성하에너지,41123
36016M,한국신용데이터3우,39905
37572S,넥셀 8우,40758
18349Q,엔지켐생명과학6우,21538
34808L,큐라티스2우,38920
373560,페이투스,40896
382380,아이에스하이텍,41382
382470,지엠에스21,41403
03933K,에스엘엘중앙1우,3933
24201S,타스글로벌8우,27394
33928M,유노믹3우,36936
379980,라임폭스,41152
382240,선용어패럴,41463
09181K,티웨이항공1우,10960
381880,비지에이치에너지,41680
383460,라이브셀인스트루먼트,41658
38346K,라이브셀인스트루먼트 1우,41658
384340,업사이드포텐셜앤컴퍼니,41644
384980,포엠이엔지,41657
385040,센스톤,41665
38504K,센스톤1우,41665
38504L,센스톤2우,41665
38504M,센스톤3우,41665
38504N,센스톤4우,41665
38504P,센스톤5우,41665
38504Q,센스톤6우,41665
38504R,센스톤7우,41665
38504S,센스톤8우,41665
38504T,센스톤9우,41665
08690L,메디톡스 4우,10480
34780L,패스트파이브5우,37926
34780M,패스트파이브6우,37926
220960,세한,25286
379940,파워킥,41168
382600,오픈마일,41586
38260K,오픈마일1우,41586
38260L,오픈마일2우,41586
384930,삼호엠,41609
385500,비엠이,41781
22867K,레이1우,26156
22876M,지노믹트리3우,26106
30937L,지엘비텍2우,40357
386370,더스킨팩토리,41801
25164L,프레도2우,28435
25684M,한국비엔씨 3우,28811
36086Q,크몽6우,39169
386780,아이엠코어,41907
370850,범한메카텍,40245
372960,티에스바이오,40530
31684Q,모트에이아이6우,28524
31684R,모트에이아이7우,28524
33219K,오션스바이오1우,36409
33784K,유엑스엔 1우,36882
367830,피앤씨솔루션,39997
36783K,피앤씨솔루션1우,39997
370040,에듀클라우드,40156
370500,레츠프레소,40229
372410,칵테일미디어,40570
374010,배기산업,40566
374130,피알앤디컴퍼니,40581
37413K,피알앤디컴퍼니1우,40581
37413L,피알앤디컴퍼니2우,40581
37413M,피알앤디컴퍼니3우,40581
37413N,피알앤디컴퍼니4우,40581
37413P,피알앤디컴퍼니5우,40581
37413Q,피알앤디컴퍼니6우,40581
37413R,피알앤디컴퍼니7우,40581
370250,마이리얼트립,40345
37025K,마이리얼트립1우,40345
37025M,마이리얼트립3우,40345
37025N,마이리얼트립4우,40345
37025P,마이리얼트립5우,40345
37025Q,마이리얼트립6우,40345
37025R,마이리얼트립7우,40345
37025S,마이리얼트립8우,40345
05230N,씨티프라퍼티4우,7458
375530,하나리치업제1호위탁관리부동산투자회사,40697
377120,알파도,40882
34808M,큐라티스3우,38920
37026L,네이처모빌리티2우,40198
378900,뉴캔서큐어바이오,41185
379820,에쓰큐씨,41158
217140,진영에스텍,24894
380560,우리랩스,41247
380610,플라젠,41238
379400,이펫몰,41121
383030,디에스씨,41439
14872L,알룩스2우,17921
33292K,더스윙1우,36374
34780N,패스트파이브7우,37926
386380,스카이랩스,41787
38638K,스카이랩스1우,41787
38638L,스카이랩스2우,41787
38638M,스카이랩스3우,41787
38638N,스카이랩스4우,41787
38638P,스카이랩스5우,41787
38638Q,스카이랩스6우,41787
38638R,스카이랩스7우,41787
38638S,스카이랩스8우,41787
386580,한화플러스제2호기업인수목적,41828
34808N,큐라티스4우,38920
38175K,라일1우,41404
386150,에이치엘제일호위탁관리부동산투자회사,41959
38615K,에이치엘제일호위탁관리부동산투자회사1우,41959
387990,엑사비스,41999
38799K,엑사비스1우,41999
388290,바이오티엔에스,41997
388470,도시공유플랫폼,41998
12264N,예스티 4우,17884
12264P,예스티 5우,17884
385430,한류닷컴,41629
080610,대림,9705
29496L,휴마코스2우,32661
35894L,라사2우,39036
367350,코엔바이오,41506
388990,오라인포,42053
10114L,인바이오젠2우,12722
32825M,테라베스트3우,36126
38260M,오픈마일3우,41586
386650,셀론텍,41847
307730,테스트테크,37646
30773K,테스트테크1우,37646
10576K,포스뱅크 1우,14310
10576L,포스뱅크 2우,14310
22900P,젠큐릭스5우,26101
390350,제이비바이오텍,42224
390500,참하나지더블유,42225
383250,키즈노트,41857
38325K,키즈노트 1우,41857
38325L,키즈노트 2우,41857
38325M,키즈노트 3우,41857
38325N,키즈노트 4우,41857
38325P,키즈노트 5우,41857
38325Q,키즈노트 6우,41857
38325R,키즈노트 7우,41857
38325S,키즈노트 8우,41857
06057K,드림어스컴퍼니1우,8085
34780P,패스트파이브 8우,37926
34780Q,패스트파이브 9우,37926
387400,비씨에이치스틸,41962
388370,우앤컴퍼니,41964
391210,파이어캅,42389
388880,명륜당,42055
32932L,유영글로벌2우선주,36019
33784M,유엑스엔 3우,36882
370490,쓰리케이비카스,40270
373370,엠에스자원,40591
373500,씨커스,40465
14872K,알룩스1우,17921
28793P,다이닝코드5우,31989
31814M,에스엠티바이오3우,34959
34117N,퓨쳐메디신4우,37253
36016L,한국신용데이터2우,39905
375720,넥셀,40758
37572K,넥셀 1우,40758
37572L,넥셀 2우,40758
37572M,넥셀 3우,40758
37572N,넥셀 4우,40758
37572P,넥셀 5우,40758
37572Q,넥셀 6우,40758
07505L,에스아이플렉스2우,9086
07505M,에스아이플렉스3우,9086
10454K,코렌텍3우,16062
33174P,아우토크립트 5우,36260
37026K,네이처모빌리티1우,40198
376000,하나트러스트제2호위탁관리부동산투자회사,40790
376440,휘트닷라이프,40793
31884K,제이엠웨이브1우,35025
374310,삼아인터내셔날,40781
374510,케이비경산로지스틱스위탁관리부동산투자회사,40645
374760,교보제십사호위탁관리부동산투자회사,40670
375130,동진가설재,40671
216680,명신,24926
375360,나투어바이오제약,40680
376040,플렉센스,40752
37604K,플렉센스1우,40752
37604L,플렉센스2우,40752
37604M,플렉센스3우,40752
37604N,플렉센스4우,40752
37604P,플렉센스5우,40752
37553K,하나리치업제1호위탁관리부동산투자회사1우,40697
25103S,레인보우88우,28258
29618Q,에스엘백시젠6우,33188
31814N,에스엠티바이오4우,34959
34851L,네오오토2우,37944
34851M,네오오토3우,37944
378190,인터엠디컴퍼니,41010
37819K,인터엠디컴퍼니1우,41010
37819L,인터엠디컴퍼니2우,41010
378430,함지,41013
32932N,유영글로벌4우선주,36019
378070,팀오투,40999
37807K,팀오투1우,40999
37807L,팀오투2우,40999
378810,코스,41057
34081K,씨유박스1우,37427
380190,엔텍이엔지,41229
33390Q,아이브스 6우,36522
380660,세종메딕스,41246
381710,조운건설,41315
381760,농업회사법인내일식품,41311
376500,이래에이엠에스,41530
378520,이지셀바이오,40909
379570,디아이티이엔지,41204
381470,리튬에너지,41526
381600,이넥스엣셋홀딩스,41527
383120,두현인프라텍,41541
24696K,에스씨엘사이언스1우,29974
172020,유송타일앤바스,20326
379730,원앤드,41153
37973K,원앤드1우,41153
381390,서울엔지니어링,41252
04782M,초록뱀미디어3우,4636
058660,넥스트웨이브,11149
37994K,파워킥1우,41168
382520,숨과쉼,41514
385660,테이크원컴퍼니,41865
38566K,테이크원컴퍼니1우,41865
38566L,테이크원컴퍼니2우,41865
38566M,테이크원컴퍼니3우,41865
38566N,테이크원컴퍼니4우,41865
38566P,테이크원컴퍼니5우,41865
38566Q,테이크원컴퍼니6우,41865
38566R,테이크원컴퍼니7우,41865
386810,이알지서비스,41844
386900,스타스테크,41860
38690K,스타스테크1우,41860
38690L,스타스테크2우,41860
38690M,스타스테크3우,41860
07594K,신영1우,9160
07594L,신영2우,9160
07594M,신영3우,9160
076710,에스엠상선,9283
24251Z,발레앤모델14우,28539
14222P,이씨스5우,17217
17990L,유티아이 2우,30343
26305L,유틸렉스2우,29533
385670,경인씨엔씨,41703
38861K,지에프씨생명과학1우,42014
38861L,지에프씨생명과학2우,42014
388800,유진기업인수목적7호,42026
25384X,수젠텍12우,28509
35894M,라사3우,39036
390980,무송엘티씨,42414
394430,사강랩테크,42836
395620,스튜디오이온,42805
39562K,스튜디오이온1우,42805
39562L,스튜디오이온2우,42805
39562M,스튜디오이온3우,42805
393240,신성이앤아이,42538
396990,닥터모빌리티,42908
34198L,메이티2우,37350
38193M,랩앤피플 3우,41342
397340,하나리치업제3호위탁관리부동산투자회사,42928
31806L,그래피2우,35195
31806M,그래피3우,35195
31806N,그래피4우,35195
31806P,그래피5우,35195
31806Q,그래피6우,35195
31806R,그래피7우,35195
31806S,그래피8우,35195
33784N,유엑스엔 4우,36882
34751L,이퓨인터내셔널2우,37945
389980,한국의약연구소,43128
394410,인트브리지,42747
399760,씨앤이이노베이션,43158
38557K,라이트팜텍2우,42656
39658L,하나리치업제2호위탁관리부동산투자회사2우,42881
399820,뉴라클제네틱스,43046
39982K,뉴라클제네틱스1우,43046
39982L,뉴라클제네틱스2우,43046
39982M,뉴라클제네틱스3우,43046
399550,포켓돌스튜디오,43324
401070,농업회사법인 영암식품,43327
30386M,나인바이오팜3우,33542
39582K,케이마린1우,42762
397770,더존이엔지,42862
400740,엠비트로,43371
40074K,엠비트로1우,43371
400790,서우공업,43342
136090,진성테크,16571
399880,에코로셀,43247
39988K,에코로셀1우,43247
404130,아이알큐더스,33520
40413K,아이알큐더스 1우,33520
407190,한양종합건설,44114
407960,씰테크,43981
22950K,노브메타파마 1우,26152
05230P,씨티프라퍼티5우,7458
199490,플렛디스,23167
19949K,플렛디스1우,23167
29176N,타고가요4우,32347
407490,포톤,44270
408210,지뉴브,44269
40821K,지뉴브1우,44269
40821L,지뉴브2우,44269
40821M,지뉴브3우,44269
40821N,지뉴브4우,44269
40821P,지뉴브5우,44269
40821Q,지뉴브6우,44269
409630,김포마송고양지축주택위탁관리부동산투자회사,44278
409840,미래융합정보기술,44147
26708M,세븐브로이맥주1우,30276
26708N,세븐브로이맥주2우,30276
26708P,세븐브로이맥주3우,30276
26708Q,세븐브로이맥주4우,30276
407850,유니브이알,43975
34970K,메타넷티플랫폼1우,38077
36016P,한국신용데이터5우,39905
402350,미코세라믹스,43993
406740,인터올리고,43958
40674L,인터올리고2우,43958
409150,명진기업,44436
411070,하이콘어드벤쳐,44430
412740,하이드로월드,44461
23634T,메디젠휴먼케어 9우,26828
33285K,비바모빌리티1우,36351
35014R,블루레오7우,38138
413340,휴온스바이오파마,44850
24251A,발레앤모델15우,28539
25888Q,제이케이인스퍼레이션6우,29021
27234L,인포카2우,30383
37900K,시큐에버1우,41666
410040,레드그레이,44866
41004K,레드그레이1우,44866
416710,바이오큐빅스,44864
366870,골프존커머스,44694
408480,컬리,44609
414050,아이엠에이치엔터테인먼트,44693
37900L,시큐에버2우,41666
418870,디디아이에스에스280위탁관리부동산투자회사,45110
41887K,디디아이에스에스280위탁관리부동산투자회사1우,45110
41887L,디디아이에스에스280위탁관리부동산투자회사2우,45110
33292N,더스윙4우,36374
416550,피씨엔,44862
310180,강진테크,34127
39130L,투게더구로알앤디센터제5호위탁관리부동산투자회사2우,42439
39130M,투게더구로알앤디센터제5호위탁관리부동산투자회사3우,42439
397350,림헬스케어,43070
05421K,이랜텍1우,4030
399570,정우프로덕트,43197
395820,케이마린,42762
400210,지트코리아,43188
401200,이빨,43372
40120K,이빨1우,43372
403020,디에프엘,43523
39321K,토마토시스템1우,42934
20140M,코본3우,23664
34458L,블루커뮤니케이션2우,37643
404550,정글젠,43721
389650,넥스트바이오메디컬,43815
38965K,넥스트바이오메디컬 1우,43815
38965L,넥스트바이오메디컬 2우,43815
400890,크리에이션엘,43312
40500K,플라즈맵1우,43814
40500L,플라즈맵2우,43814
40500M,플라즈맵3우,43814
40500N,플라즈맵4우,43814
40500P,플라즈맵5우,43814
40500Q,플라즈맵6우,43814
40500R,플라즈맵7우,43814
40500S,플라즈맵8우,43814
40500T,플라즈맵9우,43814
40500V,플라즈맵10우,43814
40500W,플라즈맵11우,43814
40500X,플라즈맵12우,43814
40500Y,플라즈맵13우,43814
40500Z,플라즈맵14우,43814
40500A,플라즈맵15우,43814
40500B,플라즈맵16우,43814
40500C,플라즈맵17우,43814
40500D,플라즈맵18우,43814
40500E,플라즈맵19우,43814
40500F,플라즈맵20우,43814
34044K,세림비앤지1우,37136
34044L,세림비앤지2우,37136
403630,오렌지쇼크,43518
24384K,신흥에스이씨 1우,29486
33604Q,타스컴6우,36886
40278L,펫팜2우,43468
404770,지식피플,43757
408830,아이원바이오,44555
409070,뉴로비전,44106
413390,엠오티,44546
08221L,옵트론텍3우,9910
31861L,라이트브라더스2우,35061
31861M,라이트브라더스3우,35061
31861N,라이트브라더스4우,35061
337350,에빅스젠,44584
33735K,에빅스젠1우,44584
33735L,에빅스젠2우,44584
33735M,에빅스젠3우,44584
403770,지알아이,44432
40377K,지알아이1우,44432
37052K,오썸피아1우,40271
37361T,아스트론시큐리티9우,40683
37361V,아스트론시큐리티10우,40683
404930,아이자랩,44122
409700,디알모빌리티,44192
409830,디디에이치,44193
412090,퓨쳐하이테크,44618
413410,에이아이포블록체인,44492
11518M,큐리언트3우,13258
18623N,그린플러스4우,21802
40129L,뉴로게이저2우,43937
34633W,엔게인11우,37817
34815S,고바이오랩 8우,37981
35730N,애자일소다 4우,38861
36072K,마스턴투자운용1우,31278
36566T,레몬헬스케어 9우,39976
408180,이감,44792
10114M,인바이오젠3우,12722
30386N,나인바이오팜4우,33542
36303N,지아이셀4우,39384
36303P,지아이셀5우,39384
36303Q,지아이셀6우,39384
36303R,지아이셀7우,39384
37413S,피알앤디컴퍼니8우,40581
37966S,이브이알스튜디오8우,41219
408320,피렌티,44817
13967K,키네마스터 1우,16989
33924M,스테이폴리오3우,36881
413970,메드랩,43888
41397K,메드랩1우,43888
414520,엠스토리허브,44838
41452K,엠스토리허브1우,44838
41452L,엠스토리허브2우,44838
41452M,엠스토리허브3우,44838
41452N,엠스토리허브4우,44838
41452P,엠스토리허브5우,44838
41452Q,엠스토리허브6우,44838
41452R,엠스토리허브7우,44838
414870,젠피아,45143
386570,라훔나노테크,41953
19929T,바이오프로테크 9우,23179
389780,한국전자금화폐,42645
37693K,노을 1우,42984
397010,바이오로제트,42987
24767S,하이리움산업8우,28068
34198M,메이티3우,37350
393990,애니챗,42760
394420,리센스메디컬,42655
39442K,리센스메디컬1우,42655
39442L,리센스메디컬2우,42655
39442M,리센스메디컬3우,42655
39442N,리센스메디컬4우,42655
39442P,리센스메디컬5우,42655
39442Q,리센스메디컬6우,42655
39442R,리센스메디컬7우,42655
39442S,리센스메디컬8우,42655
39442T,리센스메디컬9우,42655
39442V,리센스메디컬10우,42655
39442W,리센스메디컬11우,42655
39442X,리센스메디컬12우,42655
396160,부동산거래정보원,42768
396830,로피바이오,42885
397180,케이오씨,43036
22267S,플럼라인생명과학 8우,25685
042240,티엔오디앤씨,6537
178480,티디엘,21105
17848K,티디엘1우,21105
17848M,티디엘3우,21105
17848N,티디엘4우,21105
25952N,코아칩스4우,29116
30509L,마이크로디지탈2우,33965
32825N,테라베스트4우,36126
37026N,네이처모빌리티4우,40198
401460,디엠바이오,43435
22564N,플린트4우,25762
30937M,지엘비텍3우,40357
36162R,스테이지파이브7우,39499
38504V,센스톤10우,41665
404080,라쎄,43599
04668L,리트코2우,6935
30387K,에임메드1우,33454
400390,엘디미디어플러스,43379
402260,글루가,43488
396700,블록썸,43536
33784P,유엑스엔 5우,36882
389180,브이앤코,42189
38918K,브이앤코1우,42189
093870,씨엔이지에스,11825
33328M,에스엔엘코리아3우,36402
33673M,비욘드바이오3우,37242
34851N,네오오토4우,37944
34851P,네오오토5우,37944
405270,스튜디오앤뉴,43682
40527K,스튜디오앤뉴 1우,43682
40527L,스튜디오앤뉴2우,43682
40527M,스튜디오앤뉴3우,43682
40527N,스튜디오앤뉴4우,43682
40527P,스튜디오앤뉴5우,43682
40527Q,스튜디오앤뉴6우,43682
40527R,스튜디오앤뉴7우,43682
23842P,인진5우,27074
25128Q,안지오랩6우,28662
32813W,루닛11우,40845
32813X,루닛12우,40845
32825Q,테라베스트6우,36126
404430,이팜헬스케어,43646
405410,케이원제13호위탁관리부동산투자회사,44433
40541K,케이원제13호위탁관리부동산투자회사1우,44433
411740,와이즐리컴퍼니,44385
41174K,와이즐리컴퍼니1우,44385
41174L,와이즐리컴퍼니2우,44385
259530,식신,43738
25953M,식신3우,43738
25953N,식신4우,43738
25953P,식신5우,43738
25953Q,식신6우,43738
25953R,식신7우,43738
25953S,식신8우,43738
25953T,식신9우,43738
27698N,빅텍스4우,30892
37398K,바이오파머1우,40538
404620,모즈메이드,43723
417910,아이밍티브이,44970
31884L,제이엠웨이브2우,35025
412690,엔케이젠,44482
416720,오버다임인터내셔널,44865
417220,브이씨엔씨,45090
21393K,파로스백신1우,24635
30544L,농업회사법인(주)그린2우,33654
32813V,루닛10우,40845
391810,제뉴원사이언스,42508
394160,에스씨엘,42715
38260N,오픈마일4우,41586
395370,트랜스펀드,42728
395520,천일오토모빌,42761
395810,석정도시개발,42749
10246L,이연제약 2우,13372
31196L,에이아이더뉴트리진2우,34480
394970,더블유오에스,42649
17019Q,노바셀테크놀로지6우,20141
31196M,에이아이더뉴트리진3우,34480
34808Q,큐라티스 6우,38920
389870,차벤처스,42394
39054K,영종하늘도시2차주택위탁관리부동산투자회사1우,42336
39054L,영종하늘도시2차주택위탁관리부동산투자회사2우,42336
29973P,아베크5우,33441
33219L,오션스바이오2우,36409
396580,하나리치업제2호위탁관리부동산투자회사,42881
39658K,하나리치업제2호위탁관리부동산투자회사1우,42881
360720,마스턴투자운용,31278
395110,아시아에너지,42729
39511K,아시아에너지1우,42729
39511L,아시아에너지2우,42729
39511M,아시아에너지3우,42729
39511N,아시아에너지4우,42729
399240,리디아,43069
24767T,하이리움산업9우,28068
24802B,젬16우,28327
396070,와이랩스,42898
403270,두인코컴넷,43530
29176L,타고가요2우,32347
29176M,타고가요3우,32347
31414K,알피바이오 1우,43712
32038V,테토스 10우,35250
32038W,테토스 11우,35250
33673K,비욘드바이오1우,37242
33673L,비욘드바이오2우,37242
36212L,제일기포이엔지2우,39353
39428K,오픈엣지테크놀로지 1우,43764
39428L,오픈엣지테크놀로지 2우,43764
39428M,오픈엣지테크놀로지 3우,43764
39428N,오픈엣지테크놀로지 4우,43764
39428P,오픈엣지테크놀로지 5우,43764
39428Q,오픈엣지테크놀로지 6우,43764
39428R,오픈엣지테크놀로지 7우,43764
39428S,오픈엣지테크놀로지 8우,43764
39428T,오픈엣지테크놀로지 9우,43764
39428V,오픈엣지테크놀로지 10우,43764
394960,이에스알그래핀,43763
398030,농업회사법인 그린그래스바이오,43769
39803K,농업회사법인 그린그래스바이오1우,43769
323770,다람기술,35457
36534K,성일하이텍1우,39758
404220,라윤홀딩스,43994
05927M,해성에어로보틱스3우,4805
39641P,바람인터내셔날5우,42922
406830,여기어때컴퍼니,44169
40683K,여기어때컴퍼니1우,44169
33292M,더스윙3우,36374
414190,푸딩,44494
30557K,클립스비엔씨1우,33717
34073L,베이바이오텍2우,37184
34073M,베이바이오텍3우,37184
34210L,맨션나인2우,37382
41308K,케이비이천로지스틱스제5호위탁관리리츠1우,44585
416920,오리온이엔씨,45166
41692K,오리온이엔씨1우,45166
41692L,오리온이엔씨2우,45166
35535P,나노게이트5우,38635
35535Q,나노게이트6우,38635
35535R,나노게이트7우,38635
37413T,피알앤디컴퍼니9우,40581
416850,빅오션이엔엠,45176
41685K,빅오션이엔엠1우,45176
417280,앤씰,45177
420500,에프엔프레시,45179
25888R,제이케이인스퍼레이션7우,29021
417680,정육각,44914
41768K,정육각1우,44914
41768L,정육각2우,44914
41768M,정육각3우,44914
41768N,정육각4우,44914
41768P,정육각5우,44914
41768Q,정육각6우,44914
41768R,정육각7우,44914
41768S,정육각8우,44914
41768T,정육각9우,44914
41768V,정육각10우,44914
41768W,정육각11우,44914
41768X,정육각12우,44914
41768Y,정육각13우,44914
41768Z,정육각14우,44914
39026K,콘랩컴퍼니1우,42276
39026L,콘랩컴퍼니2우,42276
391360,버디버디(budybudy),42710
391560,타스파일,42303
28524Z,비바리퍼블리카14우,31697
32038T,테토스 9우,35250
390380,프라터,42293
32947K,아이솔라에너지1우,36185
21509K,휴센텍 1우,24742
206880,디엘팜,23989
383860,클랩,41674
26860S,셀리버리 8우,30079
354490,한내포티,43195
35449K,한내포티1우,43195
35449L,한내포티 2우,43195
35449M,한내포티 3우,43195
35449N,한내포티 4우,43195
35449P,한내포티 5우,43195
35449Q,한내포티 6우,43195
35449R,한내포티 7우,43195
35449S,한내포티 8우,43195
35449T,한내포티 9우,43195
400900,진명홈바스,43557
400690,에이치로보틱스,43577
40069K,에이치로보틱스1우,43577
40069L,에이치로보틱스2우,43577
404960,플라톰,43773
296290,이뮨메드,44039
29629K,이뮨메드 1우,44039
29629L,이뮨메드 2우,44039
29629M,이뮨메드 3우,44039
29629N,이뮨메드 4우,44039
29629P,이뮨메드 5우,44039
29629Q,이뮨메드 6우,44039
39011K,애니메디솔루션1우,44041
39011L,애니메디솔루션2우,44041
39011M,애니메디솔루션3우,44041
402280,남양건설산업,43579
403810,아이엘커누스,43580
404040,넥스젠그래핀폴리머스,43519
407570,한국해양소수력,44042
408850,엠투엠테크,44040
29630K,태인교육1우,32728
16967K,코스텍시스템1우,20081
34815R,고바이오랩 7우,37981
37289S,유우일렉트로닉스8우,40455
056550,에스케이이엔에스,5696
05655K,에스케이이엔에스1우,5696
403070,엠티오메가,43974
264250,차헬스케어,29604
26425K,차헬스케어1우,29604
26425L,차헬스케어2우,29604
29408K,메인라인1우,34921
33583L,플레토로보틱스2우,36650
35014Q,블루레오6우,38138
353600,메디팜소프트,38570
40821R,지뉴브7우,44269
409270,캠핑카랜드,44146
411820,펀다,44740
41182K,펀다1우,44740
41182L,펀다2우,44740
41182M,펀다3우,44740
41182N,펀다4우,44740
41182P,펀다5우,44740
41182Q,펀다6우,44740
41182R,펀다7우,44740
41182S,펀다8우,44740
41182T,펀다9우,44740
41182V,펀다10우,44740
41182W,펀다11우,44740
412790,테람스,44458
12180K,비덴트1우,15278
14877K,에어포인트 1우,17900
27281L,펀진2우,30442
27927M,넥스트키친3우,32035
27927N,넥스트키친4우,32035
28163R,에잇퍼센트7우,31335
30937N,지엘비텍4우,40357
33673N,비욘드바이오4우,37242
33673P,비욘드바이오5우,37242
36735K,코엔바이오 1우,41506
061090,세나테크놀로지,4954
28577P,라이프사이언스테크놀로지5우,31730
410980,한솔바이오텍,44131
417490,케이에스스포츠,44928
41749K,케이에스스포츠1우,44928
41768A,정육각15우,44914
41768B,정육각16우,44914
41768C,정육각17우,44914
420030,엔케이씨엘바이오그룹,45232
42003K,엔케이씨엘바이오그룹1우,45232
42003L,엔케이씨엘바이오그룹2우,45232
420810,에코클리어,45233
41655K,피씨엔1우,44862
41655L,피씨엔2우,44862
416830,듀콘,44753
418900,에이스나노켐,45271
420340,이엘엠,45158
42034K,이엘엠1우,45158
42034L,이엘엠2우,45158
42034M,이엘엠3우,45158
42034N,이엘엠4우,45158
42034P,이엘엠5우,45158
413620,세렌메디,44987
33292L,더스윙2우,36374
392550,아이몰피엠지,42358
12160M,나노신소재 3우,16136
34476M,보고플레이3우,37592
391490,이에너지,42040
394760,넥스트도어,42653
394770,숨나라,42654
394850,유라인코리아,42687
394950,에스엠스튜디오스,42691
31183K,인포비온1우,34321
39734K,하나리치업제3호위탁관리부동산투자회사1우,42928
03671M,심텍홀딩스9우,3671
33067K,프로덕션고금1우,36169
395680,오큐피바이오,42775
396450,에이엠티,42916
24802G,젬21우,28327
24802H,젬22우,28327
24802J,젬23우,28327
397520,탑코,42919
400840,하이제7호기업인수목적,43291
23842M,인진3우,27074
279570,케이뱅크,29199
395600,대풍이브이자동차,42920
37289R,유우일렉트로닉스 7우,40455
394890,넷마블에프앤씨,42638
398590,거영아이앤디,43009
35203V,지플러스생명과학 10우,38573
398290,옥션짐,43040
007320,케이씨글라스,732
401190,남송바이탈,43562
40119K,남송바이탈1우,43562
403560,아레스,43555
32825P,테라베스트5우,36126
37241A,칵테일미디어1우,40570
403000,바이메타,43689
26860T,셀리버리 9우,30079
396940,딥바이오,43275
39694K,딥바이오 1우,43275
39694L,딥바이오 2우,43275
39694M,딥바이오 3우,43275
39694N,딥바이오 4우,43275
39694P,딥바이오5우,43275
39694Q,딥바이오 6우,43275
39694R,딥바이오 7우,43275
39694S,딥바이오 8우,43275
39694T,딥바이오 9우,43275
39694V,딥바이오 10우,43275
39694W,딥바이오 11우,43275
398020,디팡오투오,43023
39802K,디팡오투오1우,43023
404680,옥천산업,43748
404860,메드랑,43753
21433K,금호에이치티1우,25003
21433L,금호에이치티2우,25003
21433M,금호에이치티3우,25003
33990S,콜라비팀8우,37083
404290,여우미,43774
23997Q,하이코어6우,27169
35695N,클래스101 4우,39088
397560,템포디올,43307
401890,케이디엔에이,43423
404230,하나트러스트글로벌제1호위탁관리부동산투자회사,43914
406850,엑스오푸드빌리지,43743
30042L,행복골프2우,33171
363540,에스케이플라즈마,39451
36354K,에스케이플라즈마1우,39451
36354L,에스케이플라즈마2우,39451
36354M,에스케이플라즈마3우,39451
37361N,아스트론시큐리티4우,40683
37361P,아스트론시큐리티5우,40683
37361Q,아스트론시큐리티6우,40683
37361R,아스트론시큐리티7우,40683
37361S,아스트론시큐리티8우,40683
400610,티에스테크,43336
40061K,티에스테크1우,43336
40061L,티에스테크2우,43336
40061M,티에스테크3우,43336
402780,펫팜,43468
40278K,펫팜1우,43468
403680,에너진,43606
407200,한국바이오차 농업회사법인,44116
27781L,레인보우로보틱스 2우,33577
401290,뉴로게이저,43937
40129K,뉴로게이저 1우,43937
40355K,쏘카1우,43962
40355L,쏘카2우,43962
092260,에이펫,23156
384330,지아이바이옴,41626
38433K,지아이바이옴 1우,41626
39026M,콘랩컴퍼니3우,42276
395230,하이솔,42778
28397M,쿼럼바이오3우,31620
394650,링글잉글리시에듀케이션서비스,42954
39465K,링글잉글리시에듀케이션서비스1우,42954
39465L,링글잉글리시에듀케이션서비스2우,42954
39465M,링글잉글리시에듀케이션서비스3우,42954
39465N,링글잉글리시에듀케이션서비스4우,42954
39465P,링글잉글리시에듀케이션서비스5우,42954
39465Q,링글잉글리시에듀케이션서비스6우,42954
378160,오톰,43210
390220,실리콘아츠,43207
398660,타운에스앤지,43208
400260,청우종합건축사사무소,43201
32034M,무궁화신탁3우,35229
32034N,무궁화신탁4우,35229
32155K,티움바이오1우,35622
23842N,인진4우,27074
24767V,하이리움산업10우,28068
34785Q,디앤디파마텍 6우,37959
332910,에프브이홀딩스,36368
408190,듀라소닉,44076
408790,드웰링,44177
40879K,드웰링1우,44177
40879L,드웰링2우,44177
409410,둠밈,44135
38433L,지아이바이옴 2우,41626
38433M,지아이바이옴 3우,41626
38433N,지아이바이옴 4우,41626
405570,메디클라우드,43828
390240,유니젠바이오,44505
404820,소울시스템즈,43968
405770,시산해상풍력,44055
408410,에이케이테크,44056
411410,원모어시큐리티,44508
412920,비케이이엔지,44513
413480,고큐바테크놀로지,44511
413490,케이솔루션,44531
413550,에코크레이션,44512
27698L,빅텍스2우,30892
27698M,빅텍스3우,30892
411580,인디카,44369
411830,성화씨앤씨,44370
414150,샐바시온,44770
414720,케이원제15호판교위탁관리부동산투자회사,44791
41472K,케이원제15호판교위탁관리부동산투자회사1우,44791
415320,트루삼글로벌,44776
413080,케이비이천로지스틱스제5호위탁관리리츠,44585
388740,삼광랩트리,44640
413470,메디퓨처스,44489
37966T,이브이알스튜디오9우,41219
41472L,케이원제15호판교위탁관리부동산투자회사2우,44791
417880,올리브크리에이티브,44952
321450,휴민로보틱스,35270
39641Q,바람인터내셔날6우,42922
27731M,다자요3우,30874
33928N,유노믹4우,36936
39641R,바람인터내셔날7우,42922
22267V,플럼라인생명과학 10우,25685
37026P,네이처모빌리티5우,40198
410250,이스트시큐리티,45217
415190,쿡플레이,44697
41519K,쿡플레이1우,44697
19929V,바이오프로테크 10우,23179
34834K,뉴로메카1우,37285
387690,레메디,45245
39442Y,리센스메디컬 13우,42655
414800,디에스스팀과학,44623
415170,이뮤니스바이오,44971
